timestamp,gender,age,country,highest level of edu,profession,comorbid,infected,closest covid case,primary source of news ,preferred sm platform,sm activity,covid19 stats,preferred healthcare sys,belief in vaccination,predicted end
05-08-2020 06:45,Male,60,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 06:48,Female,44,India,Master’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 06:54,Female,48,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Other,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 06:56,Female,45,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I check once every few days,Home Remedies,1,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 06:58,Female,42,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,Social Media,Whatsapp,3,I check once every few days,Ayurveda,0,The virus will mutate and become mild or harmless in the next few months
05-08-2020 06:59,Male,40,India,Master’s degree,Non-healthcare related profession,No,No,Colleague,Newspaper,Whatsapp,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:00,Male,68,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,4,I check once a while (weekly/bi-weekly),Ayurveda,4,The virus will mutate and become mild or harmless in the next few months
05-08-2020 07:09,Male,43,India,Bachelor’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",Yes,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,3,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:19,Female,46,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Other,3,I check once a while (weekly/bi-weekly),Home Remedies,2,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 07:19,Male,44,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check every day,Allopathy,3,The virus will mutate and become mild or harmless in the next few months
05-08-2020 07:21,Female,47,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 07:22,Female,30,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,3,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 07:24,Male,44,India,"High school graduate, diploma or the equivalent",Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 07:25,Male,42,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I check every day,Homeopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 07:30,Male,37,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,4,I am keeping track of real time Covid-19 data,Homeopathy,3,The virus will mutate and become mild or harmless in the next few months
05-08-2020 07:32,Female,49,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,1,I check once every few days,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:33,Male,43,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,4,I check once every few days,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 07:33,Female,41,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Facebook,2,I check once a while (weekly/bi-weekly),Home Remedies,1,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 07:36,Male,35,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,News apps/ Internet,Facebook,3,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:38,Male,43,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check once every few days,Home Remedies,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:40,Female,39,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:41,Male,43,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Social Media,Whatsapp,3,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 07:42,Female,39,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Family member but different household,Television,Facebook,3,I check once a while (weekly/bi-weekly),Home Remedies,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:45,Female,43,India,Master’s degree,Currently not working,Yes,No,Colleague,Television,Instagram,5,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:45,Male,48,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,1,I check every day,Home Remedies,1,The virus will mutate and become mild or harmless in the next few months
05-08-2020 07:45,Male,50,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Other,Whatsapp,2,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 07:47,Female,34,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,3,I check every day,Home Remedies,2,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 07:48,Male,47,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check once every few days,Homeopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:51,Female,41,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Social Media,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,4,The virus will mutate and become mild or harmless in the next few months
05-08-2020 07:51,Male,47,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check once every few days,Homeopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 07:54,Male,67,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Newspaper,Whatsapp,3,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 07:55,Male,44,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 07:57,Male,69,India,Professional degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check once every few days,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 08:02,Female,40,India,Bachelor’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Instagram,4,I check once a while (weekly/bi-weekly),Home Remedies,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 08:03,Female,19,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:04,Female,38,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Do not personally know anyone who has been infected,Television,Facebook,5,I don't pay attention to numbers,Ayurveda,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 08:08,Male,54,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Newspaper,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 08:10,Female,43,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Whatsapp,3,I check once every few days,Home Remedies,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 08:11,Male,40,India,Bachelor’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Facebook,4,I check every day,Allopathy,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 08:14,Female,41,India,Professional degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Other,Other,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:14,Female,41,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,2,I check once every few days,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 08:14,Male,40,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,4,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 08:15,Male,61,India,Bachelor’s degree,Currently not working,No,No,Colleague,Social Media,Whatsapp,4,I check every day,Ayurveda,3,The virus will mutate and become mild or harmless in the next few months
05-08-2020 08:19,Male,73,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,News apps/ Internet,Whatsapp,4,I don't pay attention to numbers,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 08:23,Female,39,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,5,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 08:24,Female,64,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Social Media,Whatsapp,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:24,Male,34,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Other,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:25,Female,39,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Ayurveda,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:27,Male,35,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Newspaper,Other,2,I don't pay attention to numbers,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 08:28,Female,34,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Twitter,4,I check every day,Allopathy,2,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 08:29,Male,46,India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:30,Male,65,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 08:32,Male,45,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Newspaper,Whatsapp,2,I check once a while (weekly/bi-weekly),Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 08:34,Female,34,India,Professional degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check every day,Home Remedies,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 08:35,Male,54,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Television,Whatsapp,3,I don't pay attention to numbers,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 08:39,Male,55,India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Colleague,Television,Whatsapp,3,I check every day,Home Remedies,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:40,Female,48,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Family member but different household,News apps/ Internet,Other,3,I check every day,Ayurveda,4,The virus will mutate and become mild or harmless in the next few months
05-08-2020 08:43,Male,30,India,"High school graduate, diploma or the equivalent",Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check every day,Ayurveda,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 08:54,Female,36,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I am keeping track of real time Covid-19 data,Home Remedies,3,An effective vaccine will be widely available within 4-6 months
05-08-2020 08:54,Male,45,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Other,Whatsapp,3,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 08:56,Male,51,India,Professional degree,Non-healthcare related profession,No,No,Colleague,Television,Whatsapp,2,I check once a while (weekly/bi-weekly),Home Remedies,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 08:57,Female,48,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:04,Female,51,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Other,3,I check once a while (weekly/bi-weekly),Other,1,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:04,Female,40,India,Professional degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Facebook,4,I check once every few days,Home Remedies,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:06,Male,46,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Newspaper,Facebook,3,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:08,Male,48,Outside India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:13,Female,55,India,Doctorate degree,Non-healthcare related profession,No,No,Family member residing in the same household,Social Media,Facebook,3,I check once a while (weekly/bi-weekly),Home Remedies,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:16,Male,68,India,Doctorate degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",Yes,No,Do not personally know anyone who has been infected,Other,Facebook,4,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 09:17,Female,42,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Other,Other,4,I check once every few days,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 09:17,Male,39,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:18,Female,45,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,5,I check every day,Home Remedies,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:18,Male,48,Outside India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:19,Female,52,India,Master’s degree,Non-healthcare related profession,No,Yes,Do not personally know anyone who has been infected,Newspaper,Whatsapp,3,I don't pay attention to numbers,Ayurveda,4,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:21,Male,24,India,Doctorate degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I don't pay attention to numbers,Ayurveda,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:22,Male,40,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check every day,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:23,Male,45,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:25,Male,63,India,Professional degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,5,I check once every few days,Ayurveda,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:29,Male,35,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Other,Facebook,4,I check once every few days,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 09:30,Female,35,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,3,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:30,Male,41,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Facebook,3,I check once a while (weekly/bi-weekly),Ayurveda,3,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:31,Male,52,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,3,I check every day,Home Remedies,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:31,Female,41,India,Master’s degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,2,I check once every few days,Home Remedies,1,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:32,Male,29,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Colleague,News apps/ Internet,Facebook,4,I don't pay attention to numbers,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:34,Female,53,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,News apps/ Internet,Whatsapp,3,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:34,Female,25,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Instagram,5,I check once every few days,Ayurveda,0,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:38,Male,53,Outside India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Social Media,Twitter,5,I am keeping track of real time Covid-19 data,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 09:42,Male,31,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Facebook,5,I don't pay attention to numbers,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:43,Male,53,Outside India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,Yes,Myself,News apps/ Internet,Whatsapp,5,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:44,Male,42,India,Master’s degree,Non-healthcare related profession,No,No,Colleague,Newspaper,Whatsapp,2,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:45,Female,55,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,Social Media,Whatsapp,3,I am keeping track of real time Covid-19 data,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:46,Female,34,India,Bachelor’s degree,Currently not working,No,No,Family member but different household,Television,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 09:53,Female,21,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check once every few days,Other,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:55,Male,41,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Facebook,5,I check once a while (weekly/bi-weekly),Allopathy,4,The virus will mutate and become mild or harmless in the next few months
05-08-2020 09:56,Male,41,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,News apps/ Internet,Whatsapp,5,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 09:59,Male,62,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),No,Yes,Myself,Social Media,Whatsapp,4,I don't pay attention to numbers,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 10:01,Female,35,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check once every few days,Homeopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:03,Male,48,India,"High school graduate, diploma or the equivalent",Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check every day,Ayurveda,3,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:12,Male,53,India,Bachelor’s degree,Non-healthcare related profession,No,No,Colleague,Television,Whatsapp,4,I check once every few days,Home Remedies,3,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:13,Female,65,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Other,Other,3,I am keeping track of real time Covid-19 data,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 10:14,Male,40,India,Bachelor’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,5,I am keeping track of real time Covid-19 data,Ayurveda,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:14,Female,44,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I am keeping track of real time Covid-19 data,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 10:15,Male,43,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check every day,Ayurveda,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 10:16,Female,35,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Facebook,3,I don't pay attention to numbers,Allopathy,2,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 10:19,Prefer not to say,57,India,"High school graduate, diploma or the equivalent",Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Other,2,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:19,Female,38,India,Doctorate degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Other,3,I check every day,Home Remedies,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 10:20,Female,34,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,5,I check once every few days,Home Remedies,2,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 10:21,Male,55,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,2,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 10:21,Male,22,India,Bachelor’s degree,Non-healthcare related profession,No,No,Family member but different household,News apps/ Internet,Whatsapp,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:23,Male,62,Outside India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:26,Female,57,Outside India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,1,I check every day,Other,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:28,Female,41,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Other,3,I don't pay attention to numbers,Allopathy,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 10:32,Male,48,Outside India,Master’s degree,Non-healthcare related profession,No,No,Family member but different household,News apps/ Internet,Other,5,I check once a while (weekly/bi-weekly),Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 10:33,Male,41,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Facebook,5,I check once a while (weekly/bi-weekly),Allopathy,4,The virus will mutate and become mild or harmless in the next few months
